id,cost
308,16.0105300119
309,15.8072874113
310,15.4685497437
311,14.4523367407
312,12.7586484024
313,9.37127172577
314,0.0
315,15.9368236346
316,15.8690761011
317,15.6658335005
318,15.3270958328
319,14.3108828298
320,12.6171944915
321,9.22981781492
322,0.0
323,16.0311709667
324,16.0782775455
325,16.0105300119
326,15.8072874113
327,15.4685497437
328,14.4523367407
329,12.7586484024
330,9.37127172577
331,0.0
332,16.0782775455
333,16.0105300119
334,15.8072874113
335,15.4685497437
336,14.4523367407
337,12.7586484024
338,9.37127172577
339,0.0
340,16.0782775455
341,16.0105300119
342,15.8072874113
343,15.4685497437
344,14.4523367407
345,12.7586484024
346,9.37127172577
347,0.0
348,16.0776881542
349,15.9421930871
350,15.80669802
351,15.4679603524
352,15.1292226847
353,14.4517473494
354,7.52901969925
355,15.8002147158
356,15.4614770481
357,15.1227393805
358,7.21707161025
359,6.20085860727
360,4.50717026897
361,15.9132927076
362,12.2271204996
363,15.8008041071
364,15.4620664394
365,15.1233287718
366,14.7845911041
367,14.1071157688
368,13.4296404335
369,15.7908536987
370,16.0782775455
371,16.0105300119
372,15.8072874113
373,15.4685497437
374,14.4523367407
375,12.7586484024
376,9.37127172577
377,0.0
378,16.0776881542
379,16.0099406206
380,15.9421930871
381,15.8744455536
382,15.80669802
383,16.0776881542
384,16.0099406206
385,15.80669802
386,15.4679603524
387,14.4517473494
388,12.7580590111
389,9.37068233448
390,0.0
391,16.0782775455
392,16.0105300119
393,15.8072874113
394,15.4685497437
395,14.4523367407
396,12.7586484024
397,9.37127172577
398,0.0
399,16.0776881542
400,16.0099406206
401,15.80669802
402,15.4679603524
403,14.4517473494
404,12.7580590111
405,9.37068233448
406,0.0
407,16.0105300119
408,15.8750349449
409,15.7395398778
410,15.4417796714
411,13.2628844453
412,16.0776881542
413,16.0099406206
414,15.80669802
415,15.4679603524
416,14.4517473494
417,12.7580590111
418,9.37068233448
419,0.0
420,16.0776881542
421,16.0099406206
422,15.80669802
423,15.4679603524
424,14.4517473494
425,12.7580590111
426,9.37068233448
427,0.0
428,16.0776881542
429,16.0099406206
430,15.80669802
431,15.4679603524
432,14.4517473494
433,12.7580590111
434,9.37068233448
435,0.0
436,16.0776881542
437,16.0099406206
438,15.80669802
439,15.4679603524
440,14.4517473494
441,12.7580590111
442,9.37068233448
443,0.0
444,16.0776881542
445,16.0099406206
446,15.80669802
447,15.4679603524
448,14.4517473494
449,12.7580590111
450,9.37068233448
451,0.0
452,16.0782775455
453,16.0105300119
454,15.8072874113
455,15.4685497437
456,14.4523367407
457,12.7586484024
458,9.37127172577
459,0.0
460,16.0782775455
461,16.0105300119
462,15.8072874113
463,15.4685497437
464,14.4523367407
465,12.7586484024
466,9.37127172577
467,0.0
468,15.6040448107
469,15.4685497437
470,15.3330546766
471,15.0620645425
472,14.7910744083
473,16.0782775455
474,16.0105300119
475,15.8072874113
476,15.4685497437
477,14.4523367407
478,12.7586484024
479,9.37127172577
480,0.0
481,16.0782775455
482,16.0105300119
483,15.8072874113
484,15.4685497437
485,14.4523367407
486,12.7586484024
487,9.37127172577
488,0.0
489,16.0311709667
490,15.8691410319
491,15.5981508978
492,15.3271607637
493,15.0561706295
494,16.0782775455
495,16.0105300119
496,15.8072874113
497,15.4685497437
498,14.4523367407
499,12.7586484024
500,9.37127172577
501,0.0
502,16.0782775455
503,16.0105300119
504,15.8072874113
505,15.4685497437
506,14.4523367407
507,12.7586484024
508,9.37127172577
509,0.0
510,16.0782775455
511,16.0105300119
512,15.8072874113
513,15.4685497437
514,14.4523367407
515,12.7586484024
516,9.37127172577
517,0.0
518,15.4620664394
519,15.1233287718
520,14.7845911041
521,15.6719553505
522,16.0782775455
523,16.0105300119
524,15.8072874113
525,15.4685497437
526,14.4523367407
527,12.7586484024
528,9.37127172577
529,0.0
530,16.0282240102
531,16.0305815754
532,16.0252770537
533,15.6637038723
534,16.0776881542
535,16.0099406206
536,16.0776881542
537,15.9421930871
538,15.80669802
539,15.4679603524
540,15.1470840238
541,16.0776881542
542,15.7389504865
543,14.7904850171
544,9.07616681508
545,15.5898994196
546,15.0479191514
547,14.5059388831
548,13.6929684807
549,15.129812076
550,14.7910744083
551,14.113599073
552,13.4361237377
553,13.09738607
554,15.4275368623
555,15.1361459699
556,14.113397013
557,15.8343142741
558,15.1470840238
559,14.9702666352
560,10.4319536619
561,15.831419989
562,15.5604298549
563,16.0193831408
564,16.0782775455
565,16.0105300119
566,15.8072874113
567,15.4685497437
568,14.4523367407
569,12.7586484024
570,9.37127172577
571,0.0
572,16.0782775455
573,16.0105300119
574,15.8072874113
575,15.4685497437
576,14.4523367407
577,12.7586484024
578,9.37127172577
579,0.0
580,16.0782775455
581,16.0105300119
582,15.8072874113
583,15.4685497437
584,14.4523367407
585,12.7586484024
586,9.37127172577
587,0.0
588,16.0782775455
589,16.0105300119
590,15.8072874113
591,15.4685497437
592,14.4523367407
593,12.7586484024
594,9.37127172577
595,0.0
596,16.0782775455
597,16.0105300119
598,15.8072874113
599,15.4685497437
600,14.4523367407
601,12.7586484024
602,9.37127172577
603,0.0
604,16.0782775455
605,16.0105300119
606,15.8072874113
607,15.4685497437
608,14.4523367407
609,12.7586484024
610,9.37127172577
611,0.0
612,16.0782775455
613,16.0105300119
614,15.8072874113
615,15.4685497437
616,14.4523367407
617,12.7586484024
618,9.37127172577
619,0.0
620,16.0782775455
621,16.0105300119
622,15.8072874113
623,15.4685497437
624,14.4523367407
625,12.7586484024
626,9.37127172577
627,0.0
628,16.0782775455
629,15.9427824784
630,15.8072874113
631,15.4685497437
632,15.129812076
633,14.7910744083
634,16.0782775455
635,15.8072874113
636,15.4685497437
637,15.129812076
638,14.7910744083
639,16.0776881542
640,16.0099406206
641,15.80669802
642,15.4679603524
643,14.4517473494
644,12.7580590111
645,16.0782775455
646,16.0105300119
647,15.8072874113
648,15.4685497437
649,14.4523367407
650,12.7586484024
651,9.37127172577
652,0.0
653,16.0782775455
654,16.0105300119
655,15.8072874113
656,15.4685497437
657,14.4523367407
658,12.7586484024
659,9.37127172577
660,0.0
661,13.8371550069
662,15.8656046841
663,15.59461455
664,15.3236244159
665,15.0526342818
666,0.0
667,13.8371550069
668,12.4344037242
669,16.0305815754
670,16.0782775455
671,15.9427824784
672,15.8072874113
673,16.0782775455
674,16.0105300119
675,15.8072874113
676,15.4685497437
677,14.4523367407
678,12.7586484024
679,9.37127172577
680,0.0
681,15.9020495482
682,15.5633118805
683,14.6148464111
684,14.1345660402
685,16.0075953149
686,16.0776881542
687,16.0099406206
688,15.9421930871
689,15.8744455536
690,13.7192767478
691,16.0311709667
692,16.0782775455
693,16.0105300119
694,15.8072874113
695,15.4685497437
696,14.4523367407
697,12.7586484024
698,9.37127172577
699,0.0
700,16.0776881542
701,16.0099406206
702,15.80669802
703,15.4679603524
704,14.4517473494
705,12.7580590111
706,9.37068233448
707,0.0
708,16.0782775455
709,16.0105300119
710,15.8072874113
711,15.4685497437
712,14.4523367407
713,12.7586484024
714,9.37127172577
715,0.0
716,16.0105422713
717,15.8644259015
718,15.5934357674
719,15.3224456333
720,15.0514554992
721,16.0093512293
722,15.8738561623
723,15.7383610952
724,15.6028660281
725,16.0099406206
726,15.8744455536
727,15.7389504865
728,15.6034554194
729,16.0782775455
730,16.0105300119
731,15.8072874113
732,15.4685497437
733,14.4523367407
734,12.7586484024
735,9.37127172577
736,0.0
737,16.0782775455
738,16.0105300119
739,15.8072874113
740,15.4685497437
741,14.4523367407
742,12.7586484024
743,9.37127172577
744,0.0
745,16.0782775455
746,16.0105300119
747,15.8072874113
748,15.4685497437
749,14.4523367407
750,12.7586484024
751,9.37127172577
752,0.0
753,15.9722318372
754,15.9722318372
755,16.0105300119
756,15.8750349449
757,15.7395398778
758,15.6040448107
759,15.129812076
760,14.7910744083
761,14.4523367407
762,14.113599073
763,16.0776881542
764,15.80669802
765,15.7389504865
766,14.8582325506
767,14.7904850171
768,14.7904850171
769,15.0115240259
770,15.6066223664
771,16.0252770537
772,16.0193831408
773,16.0776881542
774,16.0099406206
775,15.9421930871
776,15.80669802
777,15.4679603524
778,15.8072874113
779,15.4685497437
780,15.129812076
781,14.7910744083
782,14.4523367407
783,16.0776881542
784,15.80669802
785,15.4679603524
786,14.7904850171
787,12.7580590111
788,15.8685516406
789,15.5975615065
790,15.3265713724
791,15.0555812382
792,16.0782775455
793,16.0105300119
794,15.8072874113
795,15.4685497437
796,14.4523367407
797,12.7586484024
798,9.37127172577
799,0.0
800,16.0776881542
801,16.0099406206
802,15.80669802
803,15.4679603524
804,14.4517473494
805,12.7580590111
806,16.0776881542
807,16.0099406206
808,15.8744455536
809,15.5357078859
810,14.8582325506
811,12.8258065446
812,9.43842986801
813,16.0782775455
814,16.0105300119
815,15.8072874113
816,15.4685497437
817,14.4523367407
818,12.7586484024
819,9.37127172577
820,0.0
821,16.0782775455
822,16.0105300119
823,15.8072874113
824,15.4685497437
825,16.0782775455
826,16.0105300119
827,15.8072874113
828,15.4685497437
829,16.0776881542
830,15.9421930871
831,15.80669802
832,15.4679603524
833,14.7904850171
834,14.1130096817
835,16.0782775455
836,16.0105300119
837,15.8072874113
838,15.4685497437
839,14.4523367407
840,12.7586484024
841,9.37127172577
842,0.0
843,16.0305815754
844,16.0305815754
845,12.9681044053
846,13.7605341385
847,16.0776881542
848,16.0099406206
849,15.9421930871
850,15.8744455536
851,16.0282240102
852,2.25236101561
853,16.0099406206
854,15.8744455536
855,15.7389504865
856,15.6034554194
857,15.9769469675
858,13.2192694895
859,13.2110180114
860,13.2104286201
861,13.2434345326
862,16.0240982711
863,16.0075830555
864,15.8043404549
865,15.4656027872
866,15.1268651195
867,14.7881274519
868,16.0776881542
869,16.0099406206
870,15.9421930871
871,15.80669802
872,16.0776881542
873,15.7389504865
874,14.7904850171
875,16.0782775455
876,16.0105300119
877,15.8072874113
878,15.4685497437
879,14.4523367407
880,12.7586484024
881,9.37127172577
882,0.0
883,16.0782775455
884,16.0105300119
885,15.8072874113
886,15.4685497437
887,14.4523367407
888,12.7586484024
889,9.37127172577
890,0.0
891,16.0782775455
892,16.0105300119
893,15.8072874113
894,15.4685497437
895,14.4523367407
896,12.7586484024
897,9.37127172577
898,0.0
899,16.0782775455
900,16.0105300119
901,15.8072874113
902,15.4685497437
903,14.4523367407
904,12.7586484024
905,9.37127172577
906,0.0
907,15.8107386223
908,15.4579407004
909,15.1192030327
910,14.780465365
911,14.4417276974
912,16.0782775455
913,16.0105300119
914,15.8072874113
915,15.4685497437
916,14.4523367407
917,12.7586484024
918,9.37127172577
919,0.0
920,16.0782775455
921,16.0105300119
922,15.8072874113
923,15.4685497437
924,14.4523367407
925,12.7586484024
926,9.37127172577
927,0.0
928,16.0782775455
929,16.0105300119
930,15.8072874113
931,15.4685497437
932,14.4523367407
933,12.7586484024
934,9.37127172577
935,0.0
936,15.8721694915
937,16.0282240102
938,16.0093512293
939,15.8738561623
940,15.7383610952
941,15.6028660281
942,16.0069936642
943,15.9392461306
944,15.8037510636
945,15.4650133959
946,14.7875380606
947,15.9163168544
948,13.2558117498
949,16.0782775455
950,16.0105300119
951,15.8072874113
952,15.4685497437
953,14.4523367407
954,12.7586484024
955,9.37127172577
956,0.0
957,16.0782775455
958,16.0105300119
959,15.8072874113
960,15.4685497437
961,14.4523367407
962,12.7586484024
963,9.37127172577
964,0.0
965,16.0782775455
966,16.0105300119
967,15.8072874113
968,15.4685497437
969,14.4523367407
970,12.7586484024
971,9.37127172577
972,0.0
973,16.0782775455
974,16.0105300119
975,15.8072874113
976,15.4685497437
977,14.4523367407
978,12.7586484024
979,9.37127172577
980,0.0
981,16.0782775455
982,16.0105300119
983,15.8072874113
984,15.4685497437
985,14.4523367407
986,12.7586484024
987,9.37127172577
988,0.0
989,15.9722318372
990,15.6009153212
991,15.9545500983
992,15.9722318372
993,13.0272879788
994,15.1470840238
995,16.0294027928
996,16.0776881542
997,16.0099406206
998,15.80669802
999,15.4679603524
1000,14.4517473494
1001,12.7580590111
1002,9.37068233448
1003,0.0
1004,16.0782775455
1005,16.0105300119
1006,15.8072874113
1007,15.4685497437
1008,14.4523367407
1009,12.7586484024
1010,9.37127172577
1011,0.0
1012,16.0782775455
1013,16.0105300119
1014,15.8072874113
1015,15.4685497437
1016,14.4523367407
1017,12.7586484024
1018,9.37127172577
1019,0.0
1020,16.0782775455
1021,16.0105300119
1022,15.8072874113
1023,15.4685497437
1024,14.4523367407
1025,12.7586484024
1026,9.37127172577
1027,0.0
1028,13.2740828799
1029,15.9869666195
1030,16.075330589
1031,16.0305815754
1032,15.9398355219
1033,15.8043404549
1034,16.0782775455
1035,16.0105300119
1036,15.8072874113
1037,15.4685497437
1038,14.4523367407
1039,12.7586484024
1040,9.37127172577
1041,0.0
1042,16.0782775455
1043,16.0105300119
1044,15.8072874113
1045,15.4685497437
1046,14.4523367407
1047,12.7586484024
1048,9.37127172577
1049,0.0
1050,10.3738498987
1051,16.0782775455
1052,16.0105300119
1053,15.8072874113
1054,15.4685497437
1055,14.4523367407
1056,12.7586484024
1057,9.37127172577
1058,0.0
1059,15.7954144486
1060,14.2408973489
1061,8.67261412121
1062,0.0
1063,11.1437196054
1064,15.9398355219
1065,15.8720879884
1066,15.8043404549
1067,16.0311709667
1068,16.0782775455
1069,16.0105300119
1070,15.8072874113
1071,15.4685497437
1072,14.4523367407
1073,12.7586484024
1074,9.37127172577
1075,0.0
1076,15.8248840133
1077,16.0305815754
1078,16.0782775455
1079,16.0105300119
1080,15.8072874113
1081,15.4685497437
1082,14.4523367407
1083,12.7586484024
1084,9.37127172577
1085,0.0
1086,14.7910744083
1087,13.4361237377
1088,12.0811730671
1089,10.7262223964
1090,14.3857355243
1091,12.692047186
1092,10.9983588477
1093,9.30467050941
1094,15.4685497437
1095,15.129812076
1096,14.7910744083
1097,16.0782775455
1098,16.0105300119
1099,15.8072874113
1100,15.4685497437
1101,14.4523367407
1102,12.7586484024
1103,9.37127172577
1104,0.0
1105,16.0782775455
1106,16.0105300119
1107,15.8072874113
1108,15.4685497437
1109,14.4523367407
1110,12.7586484024
1111,9.37127172577
1112,0.0
1113,16.0075830555
1114,15.9398355219
1115,15.8043404549
1116,15.4656027872
1117,14.7881274519
1118,15.9851984457
1119,15.5217500199
1120,15.5895300188
1121,16.0164361843
1122,16.0252770537
1123,16.0776881542
1124,15.7389504865
1125,14.7904850171
1126,16.0782775455
1127,16.0105300119
1128,15.8072874113
1129,15.4685497437
1130,14.4523367407
1131,12.7586484024
1132,9.37127172577
1133,0.0
1134,16.0105300119
1135,15.8072874113
1136,15.4685497437
1137,16.0782775455
1138,16.0105300119
1139,15.8072874113
1140,15.4685497437
1141,14.4523367407
1142,12.7586484024
1143,9.37127172577
1144,0.0
1145,12.4960019778
1146,15.9150608815
1147,15.6775361895
1148,16.0776881542
1149,15.7389504865
1150,14.7904850171
1151,16.0305815754
1152,15.9869666195
1153,16.0706154586
1154,15.731877791
1155,14.7834123215
1156,15.8072874113
1157,15.4685497437
1158,15.129812076
1159,14.7910744083
1160,16.0782775455
1161,16.0105300119
1162,15.8072874113
1163,15.4685497437
1164,14.4523367407
1165,12.7586484024
1166,9.37127172577
1167,0.0
1168,16.0782775455
1169,16.0105300119
1170,15.8072874113
1171,15.4685497437
1172,14.4523367407
1173,12.7586484024
1174,9.37127172577
1175,0.0
1176,16.0782775455
1177,16.0105300119
1178,15.8072874113
1179,15.4685497437
1180,14.4523367407
1181,12.7586484024
1182,9.37127172577
1183,0.0
1184,16.0782775455
1185,15.9427824784
1186,15.8072874113
1187,15.4685497437
1188,14.7910744083
1189,14.113599073
1190,16.0782775455
1191,16.0105300119
1192,15.8072874113
1193,15.4685497437
1194,14.4523367407
1195,12.7586484024
1196,9.37127172577
1197,0.0
1198,15.0657480251
1199,15.7364753191
1200,13.0042937499
1201,14.9927688255
1202,16.0782775455
1203,16.0105300119
1204,15.8072874113
1205,15.4685497437
1206,14.4523367407
1207,12.7586484024
1208,9.37127172577
1209,0.0
1210,16.0782775455
1211,16.0105300119
1212,15.8072874113
1213,15.4685497437
1214,14.4523367407
1215,12.7586484024
1216,9.37127172577
1217,0.0
1218,16.0064165323
1219,15.7128996673
1220,15.4736068014
1221,15.8838231429
1222,0.0
1223,12.7871612777
1224,13.0842144905
1225,16.0782775455
1226,16.0105300119
1227,15.8072874113
1228,15.4685497437
1229,14.4523367407
1230,12.7586484024
1231,9.37127172577
1232,0.0
1233,16.0782775455
1234,16.0105300119
1235,15.8072874113
1236,15.4685497437
1237,14.4523367407
1238,12.7586484024
1239,9.37127172577
1240,0.0
1241,16.0782775455
1242,16.0105300119
1243,15.8072874113
1244,15.4685497437
1245,14.4523367407
1246,12.7586484024
1247,9.37127172577
1248,0.0
1249,16.0776881542
1250,16.0099406206
1251,15.9421930871
1252,15.8744455536
1253,16.0311709667
1254,16.0782775455
1255,16.0105300119
1256,15.8072874113
1257,15.4685497437
1258,14.4523367407
1259,12.7586484024
1260,9.37127172577
1261,0.0
1262,4.66002445668
1263,4.66002445668
1264,16.0782775455
1265,16.0105300119
1266,15.8072874113
1267,15.4685497437
1268,14.4523367407
1269,12.7586484024
1270,9.37127172577
1271,0.0
1272,16.0776881542
1273,16.0099406206
1274,15.9421930871
1275,15.8744455536
1276,16.0782775455
1277,16.0105300119
1278,15.8072874113
1279,15.4685497437
1280,14.4523367407
1281,12.7586484024
1282,9.37127172577
1283,0.0
1284,14.9951263907
1285,16.0782775455
1286,16.0105300119
1287,15.8072874113
1288,15.4685497437
1289,14.4523367407
1290,12.7586484024
1291,9.37127172577
1292,0.0
1293,10.3001759868
1294,10.5552280371
1295,16.0782775455
1296,16.0105300119
1297,15.8072874113
1298,15.4685497437
1299,14.4523367407
1300,12.7586484024
1301,9.37127172577
1302,0.0
1303,16.0782775455
1304,16.0105300119
1305,15.8072874113
1306,15.4685497437
1307,14.4523367407
1308,12.7586484024
1309,9.37127172577
1310,0.0
1311,16.0782775455
1312,16.0105300119
1313,15.8072874113
1314,15.4685497437
1315,14.4523367407
1316,12.7586484024
1317,9.37127172577
1318,0.0
1319,16.0276346189
1320,16.0782775455
1321,16.0105300119
1322,15.8072874113
1323,15.4685497437
1324,14.4523367407
1325,12.7586484024
1326,9.37127172577
1327,0.0
1328,16.0782775455
1329,16.0105300119
1330,15.8072874113
1331,15.4685497437
1332,14.4523367407
1333,12.7586484024
1334,9.37127172577
1335,0.0
1336,15.8002147158
1337,15.6647196487
1338,15.5292245817
1339,16.0282240102
1340,16.0782775455
1341,16.0105300119
1342,15.8072874113
1343,15.4685497437
1344,14.4523367407
1345,12.7586484024
1346,9.37127172577
1347,0.0
1348,15.9392259246
1349,0.0
1350,0.0
1351,0.0
1352,15.8691410319
1353,15.5981508978
1354,15.3271607637
1355,15.0561706295
1356,12.6998123184
1357,16.0782775455
1358,16.0105300119
1359,15.8072874113
1360,15.4685497437
1361,14.4523367407
1362,12.7586484024
1363,9.37127172577
1364,0.0
1365,16.0782775455
1366,16.0105300119
1367,15.8072874113
1368,15.4685497437
1369,14.4523367407
1370,12.7586484024
1371,9.37127172577
1372,0.0
1373,16.0776881542
1374,15.7389504865
1375,14.7904850171
1376,16.0782775455
1377,16.0105300119
1378,15.8072874113
1379,15.4685497437
1380,14.4523367407
1381,12.7586484024
1382,9.37127172577
1383,0.0
1384,16.0782775455
1385,16.0105300119
1386,15.8072874113
1387,15.4685497437
1388,14.4523367407
1389,12.7586484024
1390,9.37127172577
1391,0.0
1392,16.0782775455
1393,16.0105300119
1394,15.8072874113
1395,15.4685497437
1396,14.4523367407
1397,12.7586484024
1398,9.37127172577
1399,0.0
1400,16.0782775455
1401,16.0105300119
1402,15.8072874113
1403,15.4685497437
1404,14.4523367407
1405,12.7586484024
1406,9.37127172577
1407,0.0
1408,16.0770987629
1409,16.0093512293
1410,15.9416036958
1411,15.8061086287
1412,15.4673709611
1413,14.7898956258
1414,16.0311709667
1415,16.0776881542
1416,16.0099406206
1417,15.80669802
1418,15.4679603524
1419,14.4517473494
1420,12.7580590111
1421,9.37068233448
1422,0.0
1423,16.0782775455
1424,16.0105300119
1425,15.8072874113
1426,15.4685497437
1427,14.4523367407
1428,12.7586484024
1429,9.37127172577
1430,0.0
1431,16.0782775455
1432,16.0105300119
1433,15.8072874113
1434,15.4685497437
1435,14.4523367407
1436,12.7586484024
1437,9.37127172577
1438,0.0
1439,15.3557285423
1440,16.0782775455
1441,16.0105300119
1442,15.8072874113
1443,15.4685497437
1444,14.4523367407
1445,12.7586484024
1446,9.37127172577
1447,0.0
1448,16.0223300973
1449,16.0270452276
1450,16.0223300973
1451,16.0252770537
1452,16.0294027928
1453,16.0017014019
1454,16.0305815754
1455,16.0305815754
1456,16.0305815754
1457,16.0776881542
1458,16.0099406206
1459,15.80669802
1460,15.4679603524
1461,14.4517473494
1462,12.7580590111
1463,9.37068233448
1464,16.0294027928
1465,16.0252770537
1466,15.9368885654
1467,15.7336459648
1468,15.5304033643
1469,15.3271607637
1470,16.0164361843
1471,16.0305815754
1472,16.0134892278
1473,16.0782775455
1474,16.0105300119
1475,15.8072874113
1476,15.4685497437
1477,14.4523367407
1478,12.7586484024
1479,9.37127172577
1480,0.0
1481,15.7659448838
1482,15.9628015764
1483,15.8543535781
1484,16.0782775455
1485,16.0105300119
1486,15.8072874113
1487,15.4685497437
1488,14.4523367407
1489,12.7586484024
1490,9.37127172577
1491,0.0
1492,15.8072874113
1493,15.4685497437
1494,15.129812076
1495,14.7910744083
1496,16.0776881542
1497,16.0099406206
1498,15.9421930871
1499,15.8744455536
1500,15.989913576
1501,15.9722318372
1502,15.5419761916
1503,15.2956473867
1504,16.0782775455
1505,16.0105300119
1506,15.8072874113
1507,15.4685497437
1508,14.4523367407
1509,12.7586484024
1510,9.37127172577
1511,0.0
1512,16.0782775455
1513,16.0105300119
1514,15.8072874113
1515,15.4685497437
1516,14.4523367407
1517,12.7586484024
1518,9.37127172577
1519,0.0
1520,16.0782775455
1521,16.0105300119
1522,15.8072874113
1523,15.4685497437
1524,14.4523367407
1525,12.7586484024
1526,9.37127172577
1527,0.0
1528,16.0305815754
1529,13.8483534415
1530,16.0776881542
1531,16.0099406206
1532,15.80669802
1533,15.4679603524
1534,14.4517473494
1535,12.7580590111
1536,9.37068233448
1537,0.0
1538,16.0199725321
1539,16.0223300973
1540,15.9368885654
1541,15.7336459648
1542,15.5304033643
1543,15.3271607637
1544,15.6647196487
